FLTID,REG,ADEP,ADES,ALDT,AIBT,SIBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
DLH1TX,DAINH,EDDF,EGLL,2018-06-04T15:28:00Z,2018-06-04T15:40:00Z,2018-06-04T15:40:00Z,IFR,A320,MJ,09L,216,ARR,218977867,2018-06-04T15:10:30Z,51.67944444444439,0.562222222222222,135,2018-06-04T15:01:14Z,51.5113888888889,2.2225,308
THY1WN,TCJJT,LTBA,EGLL,2018-06-04T15:45:00Z,2018-06-04T15:54:00Z,2018-06-04T15:40:00Z,IFR,B77W,H,09L,236,ARR,218973433,2018-06-04T15:27:29Z,51.67944444444439,0.562222222222222,133,2018-06-04T15:17:47Z,51.73166666666669,2.1927777777777804,310
VIR251,GVWOO,ZSPD,EGLL,2018-06-04T16:06:00Z,2018-06-04T16:13:00Z,2018-06-04T15:45:00Z,IFR,B789,H,09L,322,ARR,218958185,2018-06-04T15:50:49Z,51.68,0.5619444444444441,130,2018-06-04T15:43:06Z,51.78194444444439,2.17972222222222,339
SHT13J,GEUPK,EGNT,EGLL,2018-06-04T15:24:00Z,2018-06-04T15:30:00Z,2018-06-04T15:45:00Z,IFR,A319,MJ,09L,505,ARR,218978500,2018-06-04T15:07:53Z,52.021111111111104,-1.08416666666667,140,2018-06-04T14:57:01Z,52.8127777777778,-2.08,270
BAW563,GEUPT,LIML,EGLL,2018-06-04T16:08:00Z,2018-06-04T16:17:00Z,2018-06-04T15:45:00Z,IFR,A319,MJ,09L,522,ARR,218978029,2018-06-04T15:50:29Z,51.11666666666669,0.43250000000000005,151,2018-06-04T15:42:29Z,50.33194444444439,1.45805555555556,349
BAW81D,GEUXD,EIDW,EGLL,2018-06-04T15:37:00Z,2018-06-04T15:43:00Z,2018-06-04T15:45:00Z,IFR,A321,MJ,09L,523,ARR,218978353,2018-06-04T15:22:39Z,51.9805555555555,-1.16583333333333,138,2018-06-04T15:14:03Z,52.7336111111111,-2.24,310
BAW19DG,GEUPZ,LFPG,EGLL,2018-06-04T15:32:00Z,2018-06-04T15:37:00Z,2018-06-04T15:50:00Z,IFR,A319,MJ,09L,513,ARR,218978858,2018-06-04T15:15:03Z,51.157222222222195,0.47138888888888913,133,2018-06-04T15:05:28Z,50.3086111111111,1.4233333333333298,240
RAM800F,CNROP,GMMN,EGLL,2018-06-04T15:30:00Z,2018-06-04T15:45:00Z,2018-06-04T15:50:00Z,IFR,B738,MJ,09L,401,ARR,218974850,2018-06-04T15:12:57Z,50.892500000000005,-0.969444444444444,141,2018-06-04T15:04:19Z,49.991388888888906,-1.6494444444444398,331
VIR652W,GVYOU,DNMM,EGLL,2018-06-04T15:50:00Z,2018-06-04T15:56:00Z,2018-06-04T15:50:00Z,IFR,A346,H,09L,319,ARR,218968345,2018-06-04T15:31:25Z,51.0908333333333,0.40388888888888913,148,2018-06-04T15:23:11Z,50.3397222222222,1.4669444444444397,302
BAW397,GEUPO,EBBR,EGLL,2018-06-04T15:39:00Z,2018-06-04T15:46:00Z,2018-06-04T15:55:00Z,IFR,A319,MJ,09L,511,ARR,218978951,2018-06-04T15:22:15Z,51.6808333333333,0.562222222222222,118,2018-06-04T15:12:38Z,51.5675,2.2202777777777807,230
BAW1DL,GEUPV,EDDL,EGLL,2018-06-04T15:41:00Z,2018-06-04T15:46:00Z,2018-06-04T15:55:00Z,IFR,A319,MJ,09L,518,ARR,218978798,2018-06-04T15:24:47Z,51.66638888888891,0.5688888888888891,129,2018-06-04T15:15:34Z,51.678888888888906,2.20388888888889,306
BAW8CF,GEUXF,LIRF,EGLL,2018-06-04T16:00:00Z,2018-06-04T16:14:00Z,2018-06-04T15:55:00Z,IFR,A321,MJ,09L,521,ARR,218976584,2018-06-04T15:44:36Z,51.0522222222222,0.356666666666667,152,2018-06-04T15:36:11Z,50.33444444444439,1.4594444444444397,323
SHT3L,GEUYL,EGCC,EGLL,2018-06-04T15:33:00Z,2018-06-04T15:40:00Z,2018-06-04T16:00:00Z,IFR,A320,MJ,09L,503,ARR,218979492,2018-06-04T15:20:09Z,52.0386111111111,-1.04083333333333,148,2018-06-04T15:10:08Z,52.8933333333333,-1.88666666666667,171
LZB851,LZFBB,LBSF,EGLL,2018-06-04T15:53:00Z,2018-06-04T16:02:00Z,2018-06-04T16:00:00Z,IFR,A319,MJ,09L,420,ARR,218974776,2018-06-04T15:33:44Z,51.68,0.563333333333333,121,2018-06-04T15:23:24Z,51.66138888888891,2.2097222222222204,344
ETH710,ETAVD,HAAB,EGLL,2018-06-04T15:46:00Z,2018-06-04T15:51:00Z,2018-06-04T16:00:00Z,IFR,A359,H,09L,244,ARR,218966148,2018-06-04T15:29:26Z,51.0902777777778,0.40527777777777807,154,2018-06-04T15:20:49Z,50.3883333333333,1.53833333333333,311
BAW65TR,GEUYP,LGSR,EGLL,2018-06-04T15:54:00Z,2018-06-04T16:02:00Z,2018-06-04T16:00:00Z,IFR,A320,MJ,09L,546L,ARR,218973966,2018-06-04T15:36:34Z,51.091111111111104,0.403611111111111,142,2018-06-04T15:27:32Z,50.38416666666669,1.53027777777778,304
BEL7AH,OOSSL,EBBR,EGLL,2018-06-04T16:02:00Z,2018-06-04T16:09:00Z,2018-06-04T16:05:00Z,IFR,A319,MJ,09L,219,ARR,218980007,2018-06-04T15:47:37Z,51.6777777777778,0.5625,129,2018-06-04T15:38:11Z,51.5886111111111,2.21722222222222,231
DLH1LC,DAIUX,EDDM,EGLL,2018-06-04T16:34:00Z,2018-06-04T16:41:00Z,2018-06-04T16:05:00Z,IFR,A320,MJ,09L,218L,ARR,218977641,2018-06-04T16:12:15Z,51.0680555555556,0.37666666666666704,146,2018-06-04T16:04:28Z,50.400277777777795,1.55277777777778,260
SHT9N,GMEDM,EGPH,EGLL,2018-06-04T15:42:00Z,2018-06-04T15:48:00Z,2018-06-04T16:05:00Z,IFR,A321,MJ,09L,507,ARR,218978823,2018-06-04T15:27:09Z,51.9352777777778,-1.24361111111111,141,2018-06-04T15:17:41Z,52.8138888888889,-2.07833333333333,330
KLM1029,PHEZE,EHAM,EGLL,2018-06-04T16:11:00Z,2018-06-04T16:22:00Z,2018-06-04T16:10:00Z,IFR,E190,MJ,09L,417,ARR,218979399,2018-06-04T15:54:15Z,51.6797222222222,0.561388888888889,134,2018-06-04T15:45:07Z,51.80194444444439,2.17305555555556,240
BAW879,GEUUW,ULLI,EGLL,2018-06-04T15:43:00Z,2018-06-04T15:55:00Z,2018-06-04T16:10:00Z,IFR,A320,MJ,09L,515,ARR,218975007,2018-06-04T15:26:33Z,51.6586111111111,0.572777777777778,123,2018-06-04T15:16:46Z,51.657777777777795,2.2072222222222204,285
FIN7WG,OHLZT,EFHK,EGLL,2018-06-04T15:52:00Z,2018-06-04T15:58:00Z,2018-06-04T16:10:00Z,IFR,A321,MJ,09L,325,ARR,218975861,2018-06-04T15:31:57Z,51.69638888888891,0.555,119,2018-06-04T15:21:43Z,51.7822222222222,2.18194444444444,299
BAW703,GEUYU,LOWW,EGLL,2018-06-04T15:48:00Z,2018-06-04T15:54:00Z,2018-06-04T16:10:00Z,IFR,A320,MJ,09L,309,ARR,218977240,2018-06-04T15:30:03Z,51.6161111111111,0.590833333333333,121,2018-06-04T15:21:28Z,51.6269444444444,2.21194444444444,323
BEE4RB,GFLBB,EGPD,EGLL,2018-06-04T16:10:00Z,2018-06-04T16:20:00Z,2018-06-04T16:15:00Z,IFR,DH8D,MT,09L,253R,ARR,218978418,2018-06-04T15:52:09Z,51.9783333333333,-1.1725,156,2018-06-04T15:41:21Z,52.81916666666669,-2.0691666666666704,250
LOT279,SPLVA,EPWA,EGLL,2018-06-04T17:21:00Z,2018-06-04T17:30:00Z,2018-06-04T16:20:00Z,IFR,B38M,MJ,09L,217,ARR,218979276,2018-06-04T17:04:03Z,51.67944444444439,0.561388888888889,131,2018-06-04T16:54:54Z,51.78444444444439,2.1791666666666702,310
EIN17A,EIDEC,EIDW,EGLL,2018-06-04T16:18:00Z,2018-06-04T16:25:00Z,2018-06-04T16:20:00Z,IFR,A320,MJ,09L,221L,ARR,218979318,2018-06-04T15:54:57Z,51.9886111111111,-1.15361111111111,151,2018-06-04T15:45:04Z,52.815,-2.07833333333333,327
BAW66GA,GEUYV,LGAV,EGLL,2018-06-04T15:58:00Z,2018-06-04T16:10:00Z,2018-06-04T16:20:00Z,IFR,A320,MJ,09L,508,ARR,218974653,2018-06-04T15:44:06Z,51.1677777777778,0.4802777777777781,144,2018-06-04T15:36:04Z,50.4027777777778,1.55833333333333,359
BAW6,GZBKI,RJAA,EGLL,2018-06-04T15:35:00Z,2018-06-04T15:41:00Z,2018-06-04T16:20:00Z,IFR,B789,H,09L,548,ARR,218958318,2018-06-04T15:18:48Z,51.6797222222222,0.562777777777778,140,2018-06-04T15:09:25Z,52.09888888888891,2.0324999999999998,269
IBE3166,ECLEV,LEMD,EGLL,2018-06-04T16:37:00Z,2018-06-04T16:43:00Z,2018-06-04T16:20:00Z,IFR,A346,H,09L,556,ARR,218978746,2018-06-04T16:18:29Z,50.9080555555555,-1.01388888888889,145,2018-06-04T16:09:19Z,49.957499999999996,-1.53861111111111,291
BAW779C,GEUOC,ESSA,EGLL,2018-06-04T16:22:00Z,2018-06-04T16:30:00Z,2018-06-04T16:25:00Z,IFR,A319,MJ,09L,509,ARR,218977628,2018-06-04T16:01:51Z,51.6658333333333,0.570555555555555,124,2018-06-04T15:52:01Z,51.70888888888891,2.2002777777777807,307
BAW953L,GEUXK,EDDM,EGLL,2018-06-04T16:20:00Z,2018-06-04T16:30:00Z,2018-06-04T16:25:00Z,IFR,A321,MJ,09L,512,ARR,218978509,2018-06-04T16:00:21Z,51.6438888888889,0.5788888888888891,130,2018-06-04T15:50:52Z,51.6136111111111,2.2147222222222203,320
KAL907,HL7633,RKSI,EGLL,2018-06-04T16:14:00Z,2018-06-04T16:31:00Z,2018-06-04T16:25:00Z,IFR,B748,H,09L,411,ARR,218959257,2018-06-04T15:57:15Z,51.68,0.562777777777778,104,2018-06-04T15:48:01Z,51.7822222222222,2.18138888888889,305
EIN7PH,EIDVK,EICK,EGLL,2018-06-04T16:16:00Z,2018-06-04T16:25:00Z,2018-06-04T16:25:00Z,IFR,A320,MJ,09L,221R,ARR,218979555,2018-06-04T15:56:21Z,51.4252777777778,-1.5258333333333298,141,2018-06-04T15:45:56Z,51.5611111111111,-3.1311111111111103,272
SAS72G,EISIA,EKCH,EGLL,2018-06-04T16:57:00Z,2018-06-04T17:05:00Z,2018-06-04T16:30:00Z,IFR,A320,MJ,09L,225,ARR,218978726,2018-06-04T16:41:27Z,51.67,0.567222222222222,128,2018-06-04T16:32:38Z,51.837777777777795,2.1627777777777806,320
BEE8NA,GECOR,EGPH,EGLL,2018-06-04T16:28:00Z,2018-06-04T16:32:00Z,2018-06-04T16:30:00Z,IFR,DH8D,MT,09L,253L,ARR,218979319,2018-06-04T16:08:34Z,51.993333333333304,-1.14416666666667,147,2018-06-04T15:57:33Z,52.814722222222194,-2.0777777777777806,250
BAW817,GEUOD,EKCH,EGLL,2018-06-04T16:04:00Z,2018-06-04T16:14:00Z,2018-06-04T16:30:00Z,IFR,A319,MJ,09L,519,ARR,218978681,2018-06-04T15:48:57Z,51.69500000000001,0.5541666666666669,134,2018-06-04T15:40:12Z,51.7827777777778,2.1802777777777806,347
KLM93K,PHBGR,EHAM,EGLL,2018-06-04T16:17:00Z,2018-06-04T16:27:00Z,2018-06-04T16:35:00Z,IFR,B737,MJ,09L,421,ARR,218980212,2018-06-04T15:59:33Z,51.694166666666696,0.555277777777778,120,2018-06-04T15:50:33Z,51.8205555555556,2.1691666666666705,240
VIR301C,GVDIA,VIDP,EGLL,2018-06-04T16:33:00Z,2018-06-04T16:41:00Z,2018-06-04T16:35:00Z,IFR,B789,H,09L,318,ARR,218964882,2018-06-04T16:13:33Z,51.617222222222196,0.588611111111111,140,2018-06-04T16:04:06Z,51.6022222222222,2.2136111111111103,319
PIA785,APBGL,OPRN,EGLL,2018-06-04T17:25:00Z,2018-06-04T17:37:00Z,2018-06-04T16:40:00Z,IFR,B772,H,09L,327,ARR,218969215,2018-06-04T17:06:21Z,51.6797222222222,0.563333333333333,137,2018-06-04T16:56:29Z,51.8333333333333,2.165,308
DLH8ME,DAIND,EDDF,EGLL,2018-06-04T16:59:00Z,2018-06-04T17:06:00Z,2018-06-04T16:40:00Z,IFR,A320,MJ,09L,218R,ARR,218979758,2018-06-04T16:43:21Z,51.68,0.561666666666667,121,2018-06-04T16:33:22Z,51.6908333333333,2.20305555555556,314
SHT9G,GEUYA,EGPH,EGLL,2018-06-04T16:23:00Z,2018-06-04T16:30:00Z,2018-06-04T16:40:00Z,IFR,A320,MJ,09L,502,ARR,218980232,2018-06-04T16:05:06Z,51.955833333333295,-1.2108333333333299,157,2018-06-04T15:55:43Z,52.8361111111111,-2.02888888888889,341
BAW6AM,GEUUP,EDDT,EGLL,2018-06-04T17:36:00Z,2018-06-04T17:41:00Z,2018-06-04T16:40:00Z,IFR,A320,MJ,09L,519,ARR,218980220,2018-06-04T17:20:39Z,51.6805555555556,0.561388888888889,121,2018-06-04T17:11:35Z,51.7830555555555,2.18,308
BAW665,GEUUL,LCLK,EGLL,2018-06-04T16:47:00Z,2018-06-04T16:55:00Z,2018-06-04T16:45:00Z,IFR,A320,MJ,09L,518,ARR,218974201,2018-06-04T16:28:57Z,51.0902777777778,0.40388888888888913,149,2018-06-04T16:20:23Z,50.381944444444386,1.52777777777778,324
SHT13K,GEUOE,EGNT,EGLL,2018-06-04T16:26:00Z,2018-06-04T16:32:00Z,2018-06-04T16:45:00Z,IFR,A319,MJ,09L,506,ARR,218980637,2018-06-04T16:06:33Z,52.05,-1.01222222222222,150,2018-06-04T15:56:06Z,52.8883333333333,-1.9049999999999998,270
TAP356R,CSTNG,LPPT,EGLL,2018-06-04T16:42:00Z,2018-06-04T16:55:00Z,2018-06-04T16:45:00Z,IFR,A320,MJ,09L,216,ARR,218977968,2018-06-04T16:22:51Z,50.9175,-1.0369444444444398,144,2018-06-04T16:13:10Z,49.9622222222222,-1.55277777777778,290
BAW369,GEUYD,LFML,EGLL,2018-06-04T16:43:00Z,2018-06-04T16:52:00Z,2018-06-04T16:45:00Z,IFR,A320,MJ,09L,330,ARR,218979557,2018-06-04T16:25:09Z,51.11194444444439,0.425833333333333,140,2018-06-04T16:16:29Z,50.352222222222196,1.48416666666667,315
CCA937,B2045,ZBAA,EGLL,2018-06-04T17:05:00Z,2018-06-04T17:09:00Z,2018-06-04T16:45:00Z,IFR,B77W,H,09L,248,ARR,218962533,2018-06-04T16:49:45Z,51.68,0.5619444444444441,128,2018-06-04T16:41:01Z,51.7575,2.18694444444444,302
SAS1523,SEDOY,ESSA,EGLL,2018-06-04T17:00:00Z,2018-06-04T17:08:00Z,2018-06-04T16:50:00Z,IFR,A320,MJ,09L,224,ARR,218978308,2018-06-04T16:44:21Z,51.67944444444439,0.563333333333333,145,2018-06-04T16:34:08Z,51.6433333333333,2.21166666666667,334
KLM49A,PHBGQ,EHAM,EGLL,2018-06-04T16:36:00Z,2018-06-04T16:41:00Z,2018-06-04T16:50:00Z,IFR,B737,MJ,09L,414,ARR,218980861,2018-06-04T16:19:01Z,51.6772222222222,0.5638888888888891,140,2018-06-04T16:09:53Z,51.782500000000006,2.18083333333333,239
QTR001,A7ANA,OTHH,EGLL,2018-06-04T16:41:00Z,2018-06-04T16:54:00Z,2018-06-04T16:55:00Z,IFR,A35K,H,09L,406,ARR,218969691,2018-06-04T16:24:03Z,51.68,0.5636111111111111,133,2018-06-04T16:14:31Z,51.7447222222222,2.19194444444444,296
JAI118,VTJEK,VABB,EGLL,2018-06-04T16:25:00Z,2018-06-04T16:38:00Z,2018-06-04T16:55:00Z,IFR,B77W,H,09L,407,ARR,218964775,2018-06-04T16:06:33Z,51.67944444444439,0.5619444444444441,134,2018-06-04T15:57:14Z,51.726666666666695,2.1947222222222202,291
IBE31EE,ECJQZ,LEMD,EGLL,2018-06-04T18:00:00Z,2018-06-04T18:07:00Z,2018-06-04T16:55:00Z,IFR,A321,MJ,09L,518,ARR,218980907,2018-06-04T17:38:53Z,50.915833333333296,-1.03111111111111,143,2018-06-04T17:28:59Z,50.0022222222222,-1.68166666666667,336
SWR36A,HBIJD,LSZH,EGLL,2018-06-04T17:37:00Z,2018-06-04T17:45:00Z,2018-06-04T16:55:00Z,IFR,A320,MJ,09L,220,ARR,218980074,2018-06-04T17:20:54Z,51.090555555555504,0.40472222222222204,149,2018-06-04T17:12:11Z,50.40944444444439,1.5661111111111101,318
BAW39YL,GEUUF,LFLL,EGLL,2018-06-04T16:53:00Z,2018-06-04T16:59:00Z,2018-06-04T17:00:00Z,IFR,A320,MJ,09L,303R,ARR,218980369,2018-06-04T16:36:15Z,51.04694444444439,0.351666666666667,155,2018-06-04T16:27:21Z,50.3480555555555,1.4822222222222199,312
BAW829,GEUYI,EIDW,EGLL,2018-06-04T16:48:00Z,2018-06-04T17:10:00Z,2018-06-04T17:00:00Z,IFR,A320,MJ,09L,523,ARR,218980597,2018-06-04T16:30:45Z,51.955833333333295,-1.21055555555556,128,2018-06-04T16:22:02Z,52.7533333333333,-2.20388888888889,270
AZA79A,EIIMM,LIML,EGLL,2018-06-04T17:13:00Z,2018-06-04T17:25:00Z,2018-06-04T17:00:00Z,IFR,A319,MJ,09L,419,ARR,218979454,2018-06-04T16:55:51Z,51.64944444444439,0.5758333333333331,141,2018-06-04T16:46:47Z,51.5861111111111,2.21666666666667,314
BAW232,GVIIM,UUDD,EGLL,2018-06-04T16:29:00Z,2018-06-04T16:37:00Z,2018-06-04T17:00:00Z,IFR,B772,H,09L,555,ARR,218976015,2018-06-04T16:11:39Z,51.6833333333333,0.560277777777778,116,2018-06-04T16:02:26Z,51.8236111111111,2.16638888888889,297
BAW975H,GEUPJ,EDDH,EGLL,2018-06-04T17:33:00Z,2018-06-04T17:40:00Z,2018-06-04T17:05:00Z,IFR,A319,MJ,09L,517,ARR,218980452,2018-06-04T17:17:45Z,51.6808333333333,0.5619444444444441,113,2018-06-04T17:09:05Z,51.788333333333306,2.1791666666666702,335
BAW909U,GEUPE,EDDF,EGLL,2018-06-04T17:12:00Z,2018-06-04T17:23:00Z,2018-06-04T17:05:00Z,IFR,A319,MJ,09L,513,ARR,218980377,2018-06-04T16:54:33Z,51.68,0.562222222222222,131,2018-06-04T16:44:47Z,51.575,2.21972222222222,325
FIN4YL,OHLZO,EFHK,EGLL,2018-06-04T16:54:00Z,2018-06-04T17:02:00Z,2018-06-04T17:05:00Z,IFR,A321,MJ,09L,329,ARR,218977662,2018-06-04T16:37:45Z,51.645555555555504,0.5788888888888891,108,2018-06-04T16:28:20Z,51.73666666666669,2.19138888888889,302
EWG5TV,DAKNI,EDDS,EGLL,2018-06-04T19:41:00Z,2018-06-04T19:50:00Z,2018-06-04T17:05:00Z,IFR,A319,MJ,09L,220,ARR,218985048,2018-06-04T19:21:39Z,51.6130555555555,0.5911111111111109,147,2018-06-04T19:12:55Z,51.698055555555506,2.19805555555556,368
BAW433,GEUXC,EHAM,EGLL,2018-06-04T17:44:00Z,2018-06-04T17:50:00Z,2018-06-04T17:10:00Z,IFR,A321,MJ,09L,520,ARR,218981398,2018-06-04T17:26:34Z,51.68194444444439,0.5619444444444441,131,2018-06-04T17:18:00Z,51.8233333333333,2.1686111111111104,240
BAW843R,GEUYT,LDSP,EGLL,2018-06-04T16:49:00Z,2018-06-04T16:57:00Z,2018-06-04T17:10:00Z,IFR,A320,MJ,09L,544L,ARR,218978460,2018-06-04T16:34:04Z,51.07638888888891,0.38777777777777805,148,2018-06-04T16:25:38Z,50.42666666666669,1.58916666666667,315
BAW733C,GEUPG,LSGG,EGLL,2018-06-04T17:56:00Z,2018-06-04T18:03:00Z,2018-06-04T17:15:00Z,IFR,A319,MJ,09L,539,ARR,218981212,2018-06-04T17:38:20Z,51.090555555555504,0.40416666666666706,151,2018-06-04T17:29:42Z,50.3525,1.4858333333333298,325
SHT19T,GEUOI,EGPD,EGLL,2018-06-04T16:56:00Z,2018-06-04T17:01:00Z,2018-06-04T17:15:00Z,IFR,A319,MJ,09L,505,ARR,218981000,2018-06-04T16:41:09Z,52.0275,-1.06861111111111,148,2018-06-04T16:31:43Z,52.8138888888889,-2.07916666666667,345
BAW799,GEUUN,EFHK,EGLL,2018-06-04T17:09:00Z,2018-06-04T17:15:00Z,2018-06-04T17:15:00Z,IFR,A320,MJ,09L,303L,ARR,218978121,2018-06-04T16:52:24Z,51.6805555555556,0.562777777777778,117,2018-06-04T16:42:50Z,51.782500000000006,2.1805555555555602,292
BAW861,GEUYX,LKPR,EGLL,2018-06-04T18:02:00Z,2018-06-04T18:08:00Z,2018-06-04T17:20:00Z,IFR,A320,MJ,09L,303R,ARR,218981245,2018-06-04T17:42:09Z,51.6897222222222,0.5569444444444441,120,2018-06-04T17:32:39Z,51.7827777777778,2.17972222222222,303
EIN1HM,EIGAM,EIDW,EGLL,2018-06-04T17:16:00Z,2018-06-04T17:24:00Z,2018-06-04T17:20:00Z,IFR,A320,MJ,09L,221R,ARR,218981535,2018-06-04T16:58:45Z,52.0097222222222,-1.1072222222222199,148,2018-06-04T16:49:01Z,52.8155555555555,-2.07472222222222,328
BAW651,GEUUU,LGMK,EGLL,2018-06-04T17:20:00Z,2018-06-04T17:26:00Z,2018-06-04T17:20:00Z,IFR,A320,MJ,09L,508,ARR,218976410,2018-06-04T17:01:11Z,51.090555555555504,0.40416666666666706,144,2018-06-04T16:52:17Z,50.3761111111111,1.52083333333333,313
JAI122,VTJEH,VIDP,EGLL,2018-06-04T16:38:00Z,2018-06-04T16:59:00Z,2018-06-04T17:20:00Z,IFR,B77W,H,09L,402,ARR,218965270,2018-06-04T16:22:02Z,51.69250000000001,0.556666666666667,123,2018-06-04T16:13:13Z,51.78,2.18305555555556,308
TAP374J,CSTVA,LPPT,EGLL,2018-06-05T09:13:00Z,2018-06-05T09:20:00Z,2018-06-05T09:20:00Z,IFR,A320,MJ,09L,223,ARR,218997059,2018-06-05T08:53:39Z,50.9336111111111,-1.0725,159,2018-06-05T08:43:16Z,49.92944444444439,-1.42805555555556,323
BAW80G,GYMMH,KBOS,EGLL,2018-06-05T09:04:00Z,2018-06-05T09:13:00Z,2018-06-05T09:20:00Z,IFR,B772,H,09L,536,ARR,218991675,2018-06-05T08:44:21Z,51.3658333333333,-1.5133333333333299,140,2018-06-05T08:33:39Z,51.5127777777778,-3.1302777777777804,317
SHT13E,GEUOB,EGNT,EGLL,2018-06-05T09:00:00Z,2018-06-05T09:08:00Z,2018-06-05T09:20:00Z,IFR,A319,MJ,09L,501,ARR,218999676,2018-06-05T08:36:51Z,52.028055555555504,-1.06888888888889,141,2018-06-05T08:25:57Z,52.86,-1.97611111111111,270
BAW34N,GBNLN,KMIA,EGLL,2018-06-05T09:36:00Z,2018-06-05T09:44:00Z,2018-06-05T09:20:00Z,IFR,B744,H,09L,342,ARR,218990822,2018-06-05T08:57:45Z,50.928333333333306,-1.06111111111111,150,2018-06-05T08:44:06Z,50.648888888888905,-2.7461111111111105,280
ACA888,CGLCA,CYOW,EGLL,2018-06-05T09:29:00Z,2018-06-05T09:37:00Z,2018-06-05T09:25:00Z,IFR,B763,H,09L,236,ARR,218991589,2018-06-05T09:06:35Z,51.428888888888906,-1.5263888888888901,157,2018-06-05T08:55:21Z,51.593333333333305,-3.127777777777781,268
AAL78,N732AN,KDFW,EGLL,2018-06-05T08:43:00Z,2018-06-05T08:57:00Z,2018-06-05T09:25:00Z,IFR,B77W,H,09L,318,ARR,218990651,2018-06-05T08:23:54Z,51.3661111111111,-1.51305555555556,140,2018-06-05T08:12:21Z,51.5230555555556,-3.13,268
AAL104,N733AR,KJFK,EGLL,2018-06-05T09:01:00Z,2018-06-05T09:08:00Z,2018-06-05T09:30:00Z,IFR,B77W,H,09L,332,ARR,218991386,2018-06-05T08:37:51Z,51.366388888888906,-1.5125,141,2018-06-05T08:26:47Z,51.587222222222195,-3.12583333333333,323
UAL924,N26906,KIAD,EGLL,2018-06-05T09:19:00Z,2018-06-05T09:28:00Z,2018-06-05T09:30:00Z,IFR,B788,H,09L,233,ARR,218991401,2018-06-05T08:55:45Z,51.337777777777795,-1.5047222222222199,140,2018-06-05T08:44:15Z,51.48944444444439,-3.1286111111111103,264
AFR158W,FGRXF,LFPG,EGLL,2018-06-05T09:21:00Z,2018-06-05T09:35:00Z,2018-06-05T09:30:00Z,IFR,A319,MJ,09L,414,ARR,219000139,2018-06-05T09:01:09Z,51.13444444444439,0.45,154,2018-06-05T08:51:08Z,50.305277777777796,1.4158333333333297,259
IBE31FP,ECJQZ,LEMD,EGLL,2018-06-05T09:12:00Z,2018-06-05T09:20:00Z,2018-06-05T09:30:00Z,IFR,A321,MJ,09L,520,ARR,218998034,2018-06-05T08:52:03Z,50.935,-1.0780555555555602,149,2018-06-05T08:42:50Z,49.96194444444439,-1.55277777777778,302
BAW222,GZBJC,KBNA,EGLL,2018-06-05T10:01:00Z,2018-06-05T10:08:00Z,2018-06-05T09:30:00Z,IFR,B788,H,09L,563,ARR,218991067,2018-06-05T09:34:21Z,51.36944444444439,-1.51416666666667,137,2018-06-05T09:23:02Z,51.5883333333333,-3.12638888888889,266
BAW3C,GBYGF,KIAD,EGLL,2018-06-05T09:34:00Z,2018-06-05T09:47:00Z,2018-06-05T09:35:00Z,IFR,B744,H,09L,535,ARR,218991444,2018-06-05T09:10:27Z,51.3652777777778,-1.51277777777778,147,2018-06-05T08:59:17Z,51.6127777777778,-3.125,298
BAW38DB,GEUPK,EIDW,EGLL,2018-06-05T09:25:00Z,2018-06-05T09:34:00Z,2018-06-05T09:35:00Z,IFR,A319,MJ,09L,523,ARR,218999995,2018-06-05T09:04:56Z,52.00444444444439,-1.12,140,2018-06-05T08:53:54Z,52.814722222222194,-2.07833333333333,270
VIR2R,GVINE,KEWR,EGLL,2018-06-05T09:15:00Z,2018-06-05T09:35:00Z,2018-06-05T09:35:00Z,IFR,A333,H,09L,320,ARR,218991500,2018-06-05T08:53:21Z,51.6525,-1.4972222222222198,140,2018-06-05T08:42:15Z,51.69611111111111,-3.12222222222222,274
BEE6KA,GFLBB,EGPH,EGLL,2018-06-05T09:50:00Z,2018-06-05T09:56:00Z,2018-06-05T09:35:00Z,IFR,DH8D,MT,09L,253R,ARR,219000493,2018-06-05T09:32:29Z,52.0005555555556,-1.12833333333333,144,2018-06-05T09:20:39Z,52.8163888888889,-2.0758333333333296,250
DLH6RK,DAINI,EDDF,EGLL,2018-06-05T09:45:00Z,2018-06-05T09:52:00Z,2018-06-05T09:40:00Z,IFR,A320,MJ,09L,224,ARR,218999958,2018-06-05T09:21:45Z,51.64416666666669,0.578333333333333,132,2018-06-05T09:11:13Z,51.5672222222222,2.21722222222222,299
BAW429,GBZHB,EHAM,EGLL,2018-06-05T09:55:00Z,2018-06-05T10:07:00Z,2018-06-05T09:40:00Z,IFR,B763,H,09L,512,ARR,219000863,2018-06-05T09:32:20Z,51.680277777777796,0.561388888888889,135,2018-06-05T09:22:06Z,51.8380555555555,2.16138888888889,240
BAW24R,GXLEE,KORD,EGLL,2018-06-05T10:15:00Z,2018-06-05T10:25:00Z,2018-06-05T09:40:00Z,IFR,A388,H,09L,562,ARR,218991255,2018-06-05T09:52:15Z,51.62500000000001,-1.5094444444444397,140,2018-06-05T09:40:45Z,51.6588888888889,-3.1272222222222203,249
