FLTID,REG,ADEP,ADES,ALDT,AIBT,SIBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
BAW8RM,GEUOA,EDDT,EGLL,2018-06-10T14:10:00Z,2018-06-10T14:18:00Z,2018-06-10T14:25:00Z,IFR,A319,MJ,09L,518,ARR,219172306,2018-06-10T13:52:14Z,51.6797222222222,0.5608333333333331,132,2018-06-10T13:41:52Z,51.79111111111111,2.17666666666667,283
RJA111,JYBAG,OJAI,EGLL,2018-06-10T14:25:00Z,2018-06-10T14:31:00Z,2018-06-10T14:25:00Z,IFR,B788,H,09L,329,ARR,219166442,2018-06-10T14:05:20Z,51.0908333333333,0.405,146,2018-06-10T13:55:03Z,50.38416666666669,1.53138888888889,305
AEE2EG,SXDVZ,LGAV,EGLL,2018-06-10T14:03:00Z,2018-06-10T14:15:00Z,2018-06-10T14:30:00Z,IFR,A321,MJ,09L,220,ARR,219168793,2018-06-10T13:46:20Z,51.0908333333333,0.40416666666666706,150,2018-06-10T13:37:36Z,50.451944444444386,1.6205555555555602,334
AVA120,N782AV,SKBO,EGLL,2018-06-10T14:45:00Z,2018-06-10T14:53:00Z,2018-06-10T14:30:00Z,IFR,B788,H,09L,239,ARR,219158080,2018-06-10T14:21:27Z,50.930277777777796,-1.0675,147,2018-06-10T14:11:39Z,50.656388888888905,-2.7536111111111103,302
BAW274,GCIVK,KLAS,EGLL,2018-06-10T14:28:00Z,2018-06-10T14:34:00Z,2018-06-10T14:30:00Z,IFR,B744,H,09L,335,ARR,219158533,2018-06-10T14:11:08Z,52.01194444444439,-1.1030555555555601,143,2018-06-10T14:00:47Z,52.723611111111104,-2.26083333333333,265
BAW38,GYMMF,ZBAA,EGLL,2018-06-10T14:07:00Z,2018-06-10T14:19:00Z,2018-06-10T14:30:00Z,IFR,B772,H,09L,563,ARR,219157776,2018-06-10T13:48:56Z,51.6838888888889,0.561666666666667,105,2018-06-10T13:39:40Z,51.852777777777796,2.16,276
BAW242,GZBKD,MMMX,EGLL,2018-06-10T14:14:00Z,2018-06-10T14:23:00Z,2018-06-10T14:30:00Z,IFR,B789,H,09L,544,ARR,219157874,2018-06-10T13:51:14Z,51.3661111111111,-1.5133333333333299,141,2018-06-10T13:42:36Z,51.468333333333305,-3.13,338
BAW8597,GEUPB,LFKF,EGLL,2018-06-10T14:27:00Z,2018-06-10T14:34:00Z,2018-06-10T14:35:00Z,IFR,A319,MJ,09L,501,ARR,219171881,2018-06-10T14:03:04Z,51.68,0.5636111111111111,150,2018-06-10T13:50:57Z,51.6447222222222,2.2127777777777804,305
TAP368,CSTOM,LPPT,EGLL,2018-06-10T14:35:00Z,2018-06-10T14:51:00Z,2018-06-10T14:35:00Z,IFR,A332,H,09L,218,ARR,219171385,2018-06-10T14:16:30Z,50.92944444444439,-1.06333333333333,143,2018-06-10T14:06:53Z,50.0047222222222,-1.68916666666667,302
PIA787,APBGL,OPKC,EGLL,2018-06-10T15:20:00Z,2018-06-10T15:24:00Z,2018-06-10T14:35:00Z,IFR,B772,H,09L,326,ARR,219160423,2018-06-10T14:54:02Z,51.650833333333296,0.5769444444444441,137,2018-06-10T14:42:50Z,51.7130555555555,2.1977777777777807,289
SIA308,9VSKN,WSSS,EGLL,2018-06-10T14:39:00Z,2018-06-10T14:46:00Z,2018-06-10T14:40:00Z,IFR,A388,H,09L,242,ARR,219156656,2018-06-10T14:18:26Z,51.67944444444439,0.561111111111111,140,2018-06-10T14:07:42Z,51.738055555555505,2.19055555555556,309
DLH5LF,DAINC,EDDF,EGLL,2018-06-10T15:01:00Z,2018-06-10T15:04:00Z,2018-06-10T14:40:00Z,IFR,A320,MJ,09L,231,ARR,219173373,2018-06-10T14:37:23Z,51.676944444444395,0.564722222222222,131,2018-06-10T14:25:53Z,51.74,2.1936111111111103,240
SHT7H,GEUOH,EGPF,EGLL,2018-06-10T14:42:00Z,2018-06-10T14:49:00Z,2018-06-10T14:40:00Z,IFR,A319,MJ,09L,507,ARR,219173703,2018-06-10T14:13:37Z,51.9538888888889,-1.2116666666666698,150,2018-06-10T14:03:22Z,52.779444444444394,-2.1475000000000004,314
DLH3VX,DAIBE,EDDM,EGLL,2018-06-10T15:23:00Z,2018-06-10T15:32:00Z,2018-06-10T14:45:00Z,IFR,A319,MJ,09L,216,ARR,219172697,2018-06-10T14:56:14Z,51.612500000000004,0.591388888888889,140,2018-06-10T14:44:12Z,51.731111111111105,2.19222222222222,293
FCB326,5BDDC,LCLK,EGLL,2018-06-10T14:32:00Z,2018-06-10T14:39:00Z,2018-06-10T14:45:00Z,IFR,A320,MJ,09L,316,ARR,219167322,2018-06-10T14:11:26Z,51.09444444444439,0.40722222222222204,153,2018-06-10T14:01:23Z,50.373055555555595,1.5147222222222199,302
BAW701V,GEUUI,LOWW,EGLL,2018-06-10T14:41:00Z,2018-06-10T14:46:00Z,2018-06-10T14:45:00Z,IFR,A320,MJ,09L,311,ARR,219171906,2018-06-10T14:20:52Z,51.68,0.5619444444444441,139,2018-06-10T14:09:35Z,51.6127777777778,2.2169444444444397,297
JAL43,JA732J,RJTT,EGLL,2018-06-10T14:21:00Z,2018-06-10T14:30:00Z,2018-06-10T14:50:00Z,IFR,B77W,H,09L,301,ARR,219157109,2018-06-10T13:58:13Z,51.679166666666696,0.562222222222222,149,2018-06-10T13:46:57Z,51.96666666666669,2.1083333333333303,282
BAW891,GEUXC,LBSF,EGLL,2018-06-10T14:50:00Z,2018-06-10T14:56:00Z,2018-06-10T14:50:00Z,IFR,A321,MJ,09L,512,ARR,219170071,2018-06-10T14:26:34Z,51.68,0.5619444444444441,135,2018-06-10T14:15:14Z,51.6133333333333,2.2161111111111103,308
BAW413,GEUXK,LEMG,EGLL,2018-06-10T14:54:00Z,2018-06-10T15:03:00Z,2018-06-10T14:55:00Z,IFR,A321,MJ,09L,513,ARR,219171884,2018-06-10T14:34:50Z,50.90444444444439,-1.00055555555556,148,2018-06-10T14:25:38Z,49.9858333333333,-1.6300000000000001,292
AMX007,N965AM,MMMX,EGLL,2018-06-10T14:15:00Z,2018-06-10T14:29:00Z,2018-06-10T14:55:00Z,IFR,B788,H,09L,422,ARR,219158127,2018-06-10T13:56:52Z,51.3286111111111,-1.50055555555556,140,2018-06-10T13:48:33Z,51.5180555555555,-3.1286111111111103,340
BBC001,S2AHN,VGZR,EGLL,2018-06-10T14:38:00Z,2018-06-10T14:48:00Z,2018-06-10T14:55:00Z,IFR,B77W,H,09L,410,ARR,219158303,2018-06-10T14:16:55Z,51.67944444444439,0.5636111111111111,138,2018-06-10T14:06:15Z,51.782500000000006,2.18138888888889,311
VIR401Y,GVUFO,OMDB,EGLL,2018-06-10T14:48:00Z,2018-06-10T14:54:00Z,2018-06-10T14:55:00Z,IFR,A333,H,09L,321,ARR,219163170,2018-06-10T14:24:29Z,51.6805555555556,0.562777777777778,125,2018-06-10T14:13:27Z,51.78638888888891,2.1811111111111106,297
EIN168E,EIDEP,EIDW,EGLL,2018-06-10T14:44:00Z,2018-06-10T14:54:00Z,2018-06-10T15:00:00Z,IFR,A320,MJ,09L,221R,ARR,219174409,2018-06-10T14:19:35Z,51.9061111111111,-1.2863888888888901,150,2018-06-10T14:10:59Z,52.81416666666669,-2.0777777777777806,325
SAS505,OYKAO,EKCH,EGLL,2018-06-10T15:02:00Z,2018-06-10T15:09:00Z,2018-06-10T15:00:00Z,IFR,A320,MJ,09L,224,ARR,219173438,2018-06-10T14:38:11Z,51.6477777777778,0.5788888888888891,150,2018-06-10T14:27:03Z,51.7838888888889,2.1805555555555602,287
AFL2582,VQBOI,UUEE,EGLL,2018-06-10T14:34:00Z,2018-06-10T14:58:00Z,2018-06-10T15:00:00Z,IFR,A321,MJ,09L,419,ARR,219169055,2018-06-10T14:15:19Z,51.6797222222222,0.561666666666667,123,2018-06-10T14:04:24Z,51.810555555555595,2.17055555555556,292
SHT19A,GEUPH,EGPD,EGLL,2018-06-10T14:33:00Z,2018-06-10T14:40:00Z,2018-06-10T15:00:00Z,IFR,A319,MJ,09L,505,ARR,219174050,2018-06-10T14:12:32Z,51.9425,-1.2316666666666698,145,2018-06-10T14:01:58Z,52.7186111111111,-2.2683333333333304,292
BAW731,GEUYN,LSGG,EGLL,2018-06-10T14:52:00Z,2018-06-10T15:02:00Z,2018-06-10T15:00:00Z,IFR,A320,MJ,09L,515,ARR,219173851,2018-06-10T14:30:02Z,51.0558333333333,0.362222222222222,154,2018-06-10T14:20:08Z,50.384444444444384,1.5319444444444397,315
BAW883,GEUYD,UKBB,EGLL,2018-06-10T15:53:00Z,2018-06-10T16:00:00Z,2018-06-10T15:05:00Z,IFR,A320,MJ,09L,525,ARR,219171147,2018-06-10T15:29:14Z,51.68,0.561666666666667,137,2018-06-10T15:18:41Z,51.745555555555505,2.1902777777777804,293
AZA97U,IBIKC,LIRF,EGLL,2018-06-10T14:46:00Z,2018-06-10T14:56:00Z,2018-06-10T15:05:00Z,IFR,A320,MJ,09L,420,ARR,219171982,2018-06-10T14:25:05Z,51.086388888888905,0.39777777777777806,147,2018-06-10T14:15:36Z,50.3463888888889,1.4772222222222198,331
BAW268,GXLEC,KLAX,EGLL,2018-06-10T15:09:00Z,2018-06-10T15:18:00Z,2018-06-10T15:05:00Z,IFR,A388,H,09L,562,ARR,219158706,2018-06-10T14:48:38Z,51.9947222222222,-1.1400000000000001,155,2018-06-10T14:40:11Z,52.81777777777779,-2.07166666666667,323
BAW127E,GEUYJ,LGKR,EGLL,2018-06-10T15:57:00Z,2018-06-10T16:16:00Z,2018-06-10T15:10:00Z,IFR,A320,MJ,09L,512,ARR,219171180,2018-06-10T15:37:20Z,51.0908333333333,0.403333333333333,157,2018-06-10T15:26:55Z,50.385277777777794,1.53138888888889,305
BAW475,GEUUV,LEBL,EGLL,2018-06-10T14:55:00Z,2018-06-10T15:10:00Z,2018-06-10T15:10:00Z,IFR,A320,MJ,09L,325,ARR,219172994,2018-06-10T14:37:14Z,50.92666666666669,-1.0580555555555602,160,2018-06-10T14:27:26Z,50.002500000000005,-1.68444444444444,323
ANA211,JA787A,RJTT,EGLL,2018-06-10T14:58:00Z,2018-06-10T15:06:00Z,2018-06-10T15:10:00Z,IFR,B77W,H,09L,246,ARR,219157197,2018-06-10T14:35:29Z,51.679166666666696,0.561388888888889,139,2018-06-10T14:22:55Z,51.7458333333333,2.1861111111111104,299
UAE31,A6EEQ,OMDB,EGLL,2018-06-10T15:03:00Z,2018-06-10T15:12:00Z,2018-06-10T15:10:00Z,IFR,A388,H,09L,307,ARR,219162987,2018-06-10T14:43:32Z,51.68,0.563333333333333,134,2018-06-10T14:32:52Z,51.6130555555555,2.21555555555556,260
PIA785,APBHW,OPRN,EGLL,2018-06-10T14:56:00Z,2018-06-10T15:05:00Z,2018-06-10T15:15:00Z,IFR,B77W,H,09L,327,ARR,219161881,2018-06-10T14:34:08Z,51.680277777777796,0.562222222222222,126,2018-06-10T14:23:39Z,51.7847222222222,2.1805555555555602,311
KLM57A,PHBGX,EHAM,EGLL,2018-06-10T16:09:00Z,2018-06-10T16:19:00Z,2018-06-10T15:15:00Z,IFR,B737,MJ,09L,412,ARR,219176636,2018-06-10T15:45:09Z,51.7011111111111,0.550277777777778,138,2018-06-10T15:33:50Z,51.83,2.16638888888889,240
KQA100,5YKZD,HKJK,EGLL,2018-06-10T15:13:00Z,2018-06-10T15:30:00Z,2018-06-10T15:15:00Z,IFR,B788,H,09L,408,ARR,219161254,2018-06-10T14:49:50Z,51.0908333333333,0.40444444444444405,155,2018-06-10T14:39:58Z,50.3902777777778,1.54083333333333,351
BAW62,GZBKG,FSIA,EGLL,2018-06-10T15:47:00Z,2018-06-10T15:59:00Z,2018-06-10T15:20:00Z,IFR,B789,H,09L,538,ARR,219160422,2018-06-10T15:23:43Z,51.091111111111104,0.40388888888888913,153,2018-06-10T15:14:37Z,50.3758333333333,1.52083333333333,315
SWR324,HBIPT,LSZH,EGLL,2018-06-10T16:10:00Z,2018-06-10T16:20:00Z,2018-06-10T15:20:00Z,IFR,A319,MJ,09L,224,ARR,219175472,2018-06-10T15:45:18Z,51.6575,0.5736111111111111,156,2018-06-10T15:35:50Z,51.4538888888889,2.2205555555555603,319
CPA007,BLIB,VABB,EGLL,2018-06-10T15:32:00Z,2018-06-10T15:45:00Z,2018-06-10T15:20:00Z,IFR,B744,H,09L,607,ARR,219160995,2018-06-10T15:08:14Z,51.6797222222222,0.561388888888889,139,2018-06-10T14:57:32Z,51.620000000000005,2.2147222222222203,305
EWG12H,DAGWJ,EDDL,EGLL,2018-06-10T15:42:00Z,2018-06-10T15:53:00Z,2018-06-10T15:25:00Z,IFR,A319,MJ,09L,225,ARR,219174894,2018-06-10T15:17:14Z,51.7011111111111,0.551666666666667,140,2018-06-10T15:07:03Z,51.5813888888889,2.21972222222222,306
BAW32,GXLEH,VHHH,EGLL,2018-06-10T03:36:00Z,2018-06-10T03:45:00Z,2018-06-10T03:50:00Z,IFR,A388,H,09L,563,ARR,219147592,2018-06-10T03:20:28Z,51.7,0.552222222222222,175,2018-06-10T03:11:39Z,51.930277777777796,2.1286111111111103,311
QFA9,VHZNB,APPH,EGLL,2018-06-10T04:00:00Z,2018-06-10T04:16:00Z,2018-06-10T04:05:00Z,IFR,B789,H,09L,307,ARR,219140077,2018-06-10T03:44:50Z,51.6158333333333,0.59,142,2018-06-10T03:35:31Z,51.4752777777778,2.21972222222222,322
BAW16,GSTBH,WSSS,EGLL,2018-06-10T04:14:00Z,2018-06-10T04:20:00Z,2018-06-10T04:05:00Z,IFR,B77W,H,09L,534,ARR,219146698,2018-06-10T03:57:26Z,51.6797222222222,0.561666666666667,139,2018-06-10T03:47:16Z,51.730000000000004,2.19388888888889,298
BAW74,GCIVZ,DNMM,EGLL,2018-06-10T03:55:00Z,2018-06-10T04:04:00Z,2018-06-10T04:25:00Z,IFR,B744,H,09L,535,ARR,219155502,2018-06-10T03:43:02Z,50.96,-1.13416666666667,106,2018-06-10T03:34:18Z,49.9825,-1.62555555555556,304
BAW34,GZBKI,WMKK,EGLL,2018-06-10T04:45:00Z,2018-06-10T04:55:00Z,2018-06-10T04:25:00Z,IFR,B789,H,09L,536,ARR,219147593,2018-06-10T04:30:10Z,51.68,0.5619444444444441,133,2018-06-10T04:20:59Z,51.850555555555594,2.1569444444444397,300
VIR207,GVNEW,VHHH,EGLL,2018-06-10T04:29:00Z,2018-06-10T04:36:00Z,2018-06-10T04:30:00Z,IFR,B789,H,09L,318,ARR,219148694,2018-06-10T04:11:38Z,51.695277777777804,0.555277777777778,140,2018-06-10T04:02:12Z,51.8258333333333,2.167777777777781,336
BAW56,GXLEF,FAOR,EGLL,2018-06-10T04:03:00Z,2018-06-10T04:08:00Z,2018-06-10T04:30:00Z,IFR,A388,H,09L,565,ARR,219150798,2018-06-10T03:47:32Z,50.9922222222222,0.265,147,2018-06-10T03:38:40Z,50.2677777777778,1.35111111111111,322
BAW28,GSTBD,VHHH,EGLL,2018-06-10T04:09:00Z,2018-06-10T04:17:00Z,2018-06-10T04:30:00Z,IFR,B77W,H,09L,555,ARR,219148469,2018-06-10T03:52:14Z,51.70888888888891,0.5472222222222219,118,2018-06-10T03:42:33Z,51.9311111111111,2.1283333333333303,304
CPA251,BKQK,VHHH,EGLL,2018-06-10T04:19:00Z,2018-06-10T04:26:00Z,2018-06-10T04:40:00Z,IFR,B77W,H,09L,342,ARR,219148693,2018-06-10T04:04:26Z,51.706111111111106,0.547777777777778,185,2018-06-10T03:54:54Z,51.91777777777779,2.1325,302
BAW12,GXLEJ,WSSS,EGLL,2018-06-10T04:51:00Z,2018-06-10T05:00:00Z,2018-06-10T04:50:00Z,IFR,A388,H,09L,562,ARR,219147735,2018-06-10T04:33:56Z,51.6588888888889,0.573333333333333,141,2018-06-10T04:24:05Z,51.679166666666696,2.20388888888889,289
MAS2,9MMAE,WMKK,EGLL,2018-06-10T04:27:00Z,2018-06-10T04:42:00Z,2018-06-10T04:55:00Z,IFR,A359,H,09L,406,ARR,219147731,2018-06-10T04:10:56Z,51.61444444444439,0.5897222222222219,125,2018-06-10T04:01:35Z,51.645,2.20805555555556,296
UAL958,N641UA,KORD,EGLL,2018-06-10T06:37:00Z,2018-06-10T06:42:00Z,2018-06-10T04:55:00Z,IFR,B763,H,09L,248,ARR,219154960,2018-06-10T06:15:14Z,51.365,-1.51222222222222,139,2018-06-10T06:04:31Z,51.6161111111111,-3.12305555555556,261
SIA322,9VSKW,WSSS,EGLL,2018-06-10T04:49:00Z,2018-06-10T04:54:00Z,2018-06-10T04:55:00Z,IFR,A388,H,09L,242,ARR,219148117,2018-06-10T04:32:08Z,51.67944444444439,0.561388888888889,138,2018-06-10T04:22:46Z,51.8463888888889,2.1594444444444396,313
BAW262,GRAES,OERK,EGLL,2018-06-10T05:14:00Z,2018-06-10T05:25:00Z,2018-06-10T05:10:00Z,IFR,B772,H,09R,557,ARR,219155836,2018-06-10T04:45:34Z,51.04666666666669,0.349444444444444,151,2018-06-10T04:35:42Z,50.45722222222219,1.6263888888888902,351
BAW106,GVIIB,OMDB,EGLL,2018-06-10T05:08:00Z,2018-06-10T05:16:00Z,2018-06-10T05:15:00Z,IFR,B772,H,09L,561,ARR,219155294,2018-06-10T04:36:56Z,51.690000000000005,0.5586111111111111,141,2018-06-10T04:25:22Z,51.8336111111111,2.16583333333333,301
BAW124,GZZZB,OBBI,EGLL,2018-06-10T05:13:00Z,2018-06-10T05:22:00Z,2018-06-10T05:15:00Z,IFR,B772,H,09L,543,ARR,219155572,2018-06-10T04:45:08Z,51.6797222222222,0.5630555555555551,140,2018-06-10T04:34:28Z,51.7186111111111,2.19888888888889,303
BAW9E,GZZZA,KEWR,EGLL,2018-06-10T05:05:00Z,2018-06-10T05:12:00Z,2018-06-10T05:15:00Z,IFR,B772,H,09R,564,ARR,219155644,2018-06-10T04:31:34Z,51.36666666666669,-1.51416666666667,140,2018-06-10T04:20:43Z,51.5883333333333,-3.1275000000000004,290
BAW78,GCIVM,DGAA,EGLL,2018-06-10T05:04:00Z,2018-06-10T05:09:00Z,2018-06-10T05:15:00Z,IFR,B744,H,09L,340,ARR,219155859,2018-06-10T04:30:56Z,50.9308333333333,-1.0663888888888902,146,2018-06-10T04:20:46Z,50.002500000000005,-1.68361111111111,290
CPA237,BKPZ,VHHH,EGLL,2018-06-10T05:10:00Z,2018-06-10T05:14:00Z,2018-06-10T05:15:00Z,IFR,B77W,H,09L,334,ARR,219149240,2018-06-10T04:40:38Z,51.6797222222222,0.562222222222222,138,2018-06-10T04:30:33Z,51.78638888888891,2.1794444444444396,297
BAW64M,GCIVJ,HKJK,EGLL,2018-06-10T05:06:00Z,2018-06-10T05:10:00Z,2018-06-10T05:20:00Z,IFR,B744,H,09L,357,ARR,219154615,2018-06-10T04:31:12Z,51.09166666666669,0.403611111111111,167,2018-06-10T04:21:08Z,50.4155555555555,1.57305555555556,313
UAL110,N660UA,KEWR,EGLL,2018-06-10T08:05:00Z,2018-06-10T08:12:00Z,2018-06-10T05:20:00Z,IFR,B763,H,09L,248,ARR,219156325,2018-06-10T07:43:08Z,51.361666666666686,-1.5116666666666698,140,2018-06-10T07:32:25Z,51.587777777777795,-3.12583333333333,266
CPA255,BKPN,VHHH,EGLL,2018-06-10T06:39:00Z,2018-06-10T06:45:00Z,2018-06-10T05:20:00Z,IFR,B77W,H,09L,320,ARR,219151926,2018-06-10T06:18:50Z,51.6861111111111,0.560277777777778,129,2018-06-10T06:07:48Z,51.81361111111109,2.1727777777777804,298
AAL100,N729AN,KJFK,EGLL,2018-06-10T05:07:00Z,2018-06-10T05:16:00Z,2018-06-10T05:20:00Z,IFR,B77W,H,09R,327,ARR,219155682,2018-06-10T04:35:38Z,51.391388888888905,-1.52055555555556,136,2018-06-10T04:26:05Z,51.590555555555504,-3.12694444444444,234
VIR4C,GVKSS,KJFK,EGLL,2018-06-10T05:02:00Z,2018-06-10T05:10:00Z,2018-06-10T05:25:00Z,IFR,A333,H,09L,322,ARR,219155557,2018-06-10T04:28:31Z,51.366388888888906,-1.51555555555556,140,2018-06-10T04:17:20Z,51.5888888888889,-3.1283333333333303,272
JAL41,JA868J,RJTT,EGLL,2018-06-10T05:18:00Z,2018-06-10T05:23:00Z,2018-06-10T05:25:00Z,IFR,B789,H,09L,331,ARR,219150200,2018-06-10T04:58:26Z,51.6797222222222,0.563333333333333,137,2018-06-10T04:46:38Z,52.0075,2.0875000000000004,297
SAA234,ZSSXK,FAOR,EGLL,2018-06-10T05:37:00Z,2018-06-10T05:43:00Z,2018-06-10T05:25:00Z,IFR,A333,H,09R,243,ARR,219151715,2018-06-10T05:21:11Z,51.366388888888906,0.588888888888889,109,2018-06-10T05:10:53Z,51.457499999999996,2.207777777777781,318
GFA007,A9CKC,OBBI,EGLL,2018-06-10T05:30:00Z,2018-06-10T05:33:00Z,2018-06-10T05:25:00Z,IFR,A332,H,09R,408,ARR,219155708,2018-06-10T05:08:38Z,51.68,0.562222222222222,144,2018-06-10T04:56:50Z,51.59666666666669,2.2158333333333298,302
RBA97,V8DLA,OMDB,EGLL,2018-06-10T05:16:00Z,2018-06-10T05:20:00Z,2018-06-10T05:25:00Z,IFR,B788,H,09R,412,ARR,219155459,2018-06-10T04:54:03Z,51.67944444444439,0.560555555555555,142,2018-06-10T04:44:09Z,51.5291666666667,2.21833333333333,335
OMA103,A4ODA,OOMS,EGLL,2018-06-10T05:49:00Z,2018-06-10T05:55:00Z,2018-06-10T05:30:00Z,IFR,A332,H,09R,403,ARR,219155268,2018-06-10T05:29:13Z,51.4097222222222,0.598611111111111,81,2018-06-10T05:18:14Z,51.4827777777778,2.2083333333333304,282
BAW58L,GCIVN,FACT,EGLL,2018-06-10T05:09:00Z,2018-06-10T05:16:00Z,2018-06-10T05:30:00Z,IFR,B744,H,09R,335,ARR,219151025,2018-06-10T04:39:13Z,50.916666666666686,-1.03277777777778,146,2018-06-10T04:30:11Z,49.9538888888889,-1.52083333333333,306
BAW40F,GCIVI,KJFK,EGLL,2018-06-10T05:19:00Z,2018-06-10T05:30:00Z,2018-06-10T05:30:00Z,IFR,B744,H,09L,537,ARR,219155815,2018-06-10T05:00:32Z,51.37194444444439,-1.51416666666667,141,2018-06-10T04:51:25Z,51.522777777777804,-3.12888888888889,296
ACA856,CFRAM,CYYZ,EGLL,2018-06-10T05:35:00Z,2018-06-10T05:42:00Z,2018-06-10T05:30:00Z,IFR,B77W,H,09L,238,ARR,219155850,2018-06-10T05:22:50Z,51.36666666666669,-1.5144444444444398,138,2018-06-10T05:13:13Z,51.6558333333333,-3.1194444444444396,293
BAW72,GZBKS,OMAA,EGLL,2018-06-10T05:26:00Z,2018-06-10T05:36:00Z,2018-06-10T05:30:00Z,IFR,B789,H,09L,553,ARR,219155475,2018-06-10T05:03:57Z,51.68,0.5619444444444441,126,2018-06-10T04:52:10Z,51.704166666666694,2.19972222222222,287
BAW142,A7ACM,VIDP,EGLL,2018-06-10T06:10:00Z,2018-06-10T06:25:00Z,2018-06-10T05:35:00Z,IFR,A332,H,09L,542,ARR,219154413,2018-06-10T05:52:50Z,51.678333333333306,0.5625,122,2018-06-10T05:42:14Z,51.7133333333333,2.19805555555556,285
BAW5CA,GYMMH,CYYZ,EGLL,2018-06-10T05:21:00Z,2018-06-10T05:30:00Z,2018-06-10T05:35:00Z,IFR,B772,H,09L,563,ARR,219155818,2018-06-10T05:04:01Z,51.9908333333333,-1.14777777777778,152,2018-06-10T04:55:20Z,52.70250000000001,-2.2986111111111103,307
ACA864,CFVLZ,CYUL,EGLL,2018-06-10T05:23:00Z,2018-06-10T05:29:00Z,2018-06-10T05:35:00Z,IFR,B789,H,09L,241,ARR,219156076,2018-06-10T05:02:57Z,51.3633333333333,-1.51277777777778,141,2018-06-10T04:52:32Z,51.5977777777778,-3.12555555555556,281
AAL174,N754AN,KRDU,EGLL,2018-06-10T05:32:00Z,2018-06-10T05:41:00Z,2018-06-10T05:35:00Z,IFR,B772,H,09L,332,ARR,219155601,2018-06-10T05:11:44Z,51.39638888888891,-1.52027777777778,140,2018-06-10T05:01:38Z,51.59,-3.12638888888889,292
VIR602,GVDIA,FAOR,EGLL,2018-06-10T05:12:00Z,2018-06-10T05:22:00Z,2018-06-10T05:35:00Z,IFR,B789,H,09R,320,ARR,219152130,2018-06-10T04:43:02Z,51.091944444444394,0.403055555555556,144,2018-06-10T04:33:57Z,50.3280555555556,1.44888888888889,317
DAL16,N852NW,KDTW,EGLL,2018-06-10T05:43:00Z,2018-06-10T05:50:00Z,2018-06-10T05:40:00Z,IFR,A332,H,09L,321,ARR,219155619,2018-06-10T05:26:14Z,51.375,-1.51611111111111,141,2018-06-10T05:16:13Z,51.58916666666669,-3.12638888888889,280
BAW32N,GCIVC,KMIA,EGLL,2018-06-10T06:19:00Z,2018-06-10T06:25:00Z,2018-06-10T05:40:00Z,IFR,B744,H,09L,336,ARR,219155630,2018-06-10T06:00:29Z,50.9308333333333,-1.0672222222222199,140,2018-06-10T05:50:05Z,50.65,-2.7472222222222205,297
JAI120,VTJEH,VABB,EGLL,2018-06-10T05:33:00Z,2018-06-10T05:41:00Z,2018-06-10T05:45:00Z,IFR,B77W,H,09R,402,ARR,219154242,2018-06-10T05:15:43Z,51.679166666666696,0.563333333333333,138,2018-06-10T05:05:41Z,51.72861111111111,2.1947222222222202,310
VIR22Q,GVSXY,KIAD,EGLL,2018-06-10T05:24:00Z,2018-06-10T05:31:00Z,2018-06-10T05:45:00Z,IFR,A333,H,09L,319,ARR,219155720,2018-06-10T05:04:55Z,51.374444444444386,-1.51555555555556,137,2018-06-10T04:55:35Z,51.522777777777804,-3.13138888888889,295
UAL918,N206UA,KIAD,EGLL,2018-06-10T05:15:00Z,2018-06-10T05:21:00Z,2018-06-10T05:45:00Z,IFR,B772,H,09L,246,ARR,219155718,2018-06-10T04:53:56Z,51.3725,-1.5116666666666698,135,2018-06-10T04:45:41Z,51.63833333333331,-3.11666666666667,333
AAL86,N816AA,KORD,EGLL,2018-06-10T05:42:00Z,2018-06-10T05:46:00Z,2018-06-10T05:50:00Z,IFR,B788,H,09L,330,ARR,219155651,2018-06-10T05:24:43Z,51.3661111111111,-1.5144444444444398,134,2018-06-10T05:14:10Z,51.7108333333333,-3.1091666666666704,292
BAW20R,GCIVR,KORD,EGLL,2018-06-10T05:38:00Z,2018-06-10T05:50:00Z,2018-06-10T05:50:00Z,IFR,B744,H,09L,538,ARR,219155600,2018-06-10T05:24:20Z,52.021111111111104,-1.08388888888889,155,2018-06-10T05:15:25Z,52.81444444444438,-2.0777777777777806,305
BAW66V,GCIVX,KPHL,EGLL,2018-06-10T05:54:00Z,2018-06-10T06:01:00Z,2018-06-10T05:50:00Z,IFR,B744,H,09L,533,ARR,219155938,2018-06-10T05:37:38Z,51.3675,-1.51416666666667,138,2018-06-10T05:27:38Z,51.5188888888889,-3.13083333333333,312
BAW45B,GCIVV,KBOS,EGLL,2018-06-10T05:28:00Z,2018-06-10T05:38:00Z,2018-06-10T05:50:00Z,IFR,B744,H,09L,518,ARR,219156117,2018-06-10T05:07:30Z,51.368333333333304,-1.51388888888889,138,2018-06-10T04:57:16Z,51.5358333333333,-3.1302777777777804,284
AAL50,N723AN,KDFW,EGLL,2018-06-10T05:48:00Z,2018-06-10T05:57:00Z,2018-06-10T05:55:00Z,IFR,B77W,H,09L,342,ARR,219154848,2018-06-10T05:30:23Z,51.3655555555556,-1.5119444444444397,133,2018-06-10T05:20:36Z,51.62166666666669,-3.12138888888889,285
