FLTID,REG,ADEP,ADES,ATOT,AOBT,SOBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
BAW842P,GEUPJ,EGLL,LDSP,2018-06-07T11:22:00Z,2018-06-07T10:58:00Z,2018-06-07T11:00:00Z,IFR,A319,MJ,09R,511,DEP,219072630,2018-06-07T11:31:23Z,51.353333333333296,0.5883333333333329,161,2018-06-07T11:40:15Z,51.1547222222222,2.1525,313
BAW62MM,GEUOG,EGLL,LIML,2018-06-07T11:19:00Z,2018-06-07T10:59:00Z,2018-06-07T11:00:00Z,IFR,A319,MJ,09R,520,DEP,219072694,2018-06-07T11:28:59Z,50.81166666666668,-0.44166666666666704,131,2018-06-07T11:38:57Z,49.987222222222194,0.703055555555555,317
UAL17,N643UA,EGLL,KEWR,2018-06-07T11:27:00Z,2018-06-07T10:53:00Z,2018-06-07T11:00:00Z,IFR,B763,H,09R,233,DEP,219072757,2018-06-07T11:36:56Z,52.133888888888904,-0.643333333333333,181,2018-06-07T11:44:49Z,52.9986111111111,-1.57277777777778,299
EIN7LM,EIDVK,EGLL,EICK,2018-06-07T11:06:00Z,2018-06-07T10:50:00Z,2018-06-07T11:00:00Z,IFR,A320,MJ,09R,221R,DEP,219072702,2018-06-07T11:15:47Z,51.60166666666669,-1.51277777777778,143,2018-06-07T11:24:23Z,51.789166666666695,-3.09722222222222,304
SWR33J,HBIPV,EGLL,LSZH,2018-06-07T11:32:00Z,2018-06-07T11:05:00Z,2018-06-07T11:05:00Z,IFR,A319,MJ,09R,219,DEP,219072802,2018-06-07T11:40:16Z,51.3461111111111,0.585,175,2018-06-07T11:48:49Z,51.15916666666669,2.15305555555556,318
ACA857,CFITL,EGLL,CYYZ,2018-06-07T11:39:00Z,2018-06-07T11:10:00Z,2018-06-07T11:05:00Z,IFR,B77W,H,09R,238,DEP,219072818,2018-06-07T11:48:28Z,51.5880555555555,-1.5163888888888901,192,2018-06-07T11:55:59Z,51.8883333333333,-3.0627777777777805,320
EWG9P,DABDP,EGLL,EDDL,2018-06-07T11:23:00Z,2018-06-07T11:08:00Z,2018-06-07T11:10:00Z,IFR,A320,MJ,09R,224,DEP,219073051,2018-06-07T11:32:26Z,51.885,0.389722222222222,156,2018-06-07T11:40:44Z,52.19250000000001,1.9774999999999998,280
SHT2M,GEUPG,EGLL,EGCC,2018-06-07T12:19:00Z,2018-06-07T11:56:00Z,2018-06-07T11:10:00Z,IFR,A319,MJ,09R,519,DEP,219074459,2018-06-07T12:29:34Z,52.1427777777778,-0.495,177,2018-06-07T12:39:59Z,52.99638888888891,-1.58527777777778,140
BAW714T,GEUPY,EGLL,LSZH,2018-06-07T11:26:00Z,2018-06-07T11:06:00Z,2018-06-07T11:10:00Z,IFR,A319,MJ,09R,521,DEP,219073011,2018-06-07T11:35:03Z,51.3230555555555,0.577222222222222,182,2018-06-07T11:43:42Z,51.1077777777778,2.1344444444444397,328
AAL87,N806AA,EGLL,KORD,2018-06-07T11:43:00Z,2018-06-07T11:14:00Z,2018-06-07T11:15:00Z,IFR,B788,H,09R,336,DEP,219073070,2018-06-07T11:52:48Z,51.61,-1.5094444444444397,184,2018-06-07T12:00:47Z,51.884444444444384,-3.06305555555556,314
AEE601,SXDVO,EGLL,LGAV,2018-06-07T11:45:00Z,2018-06-07T11:19:00Z,2018-06-07T11:15:00Z,IFR,A321,MJ,09R,217,DEP,219073120,2018-06-07T11:55:39Z,50.8138888888889,-0.374722222222222,163,2018-06-07T12:04:33Z,49.98916666666669,0.7124999999999999,279
UAL919,N26910,EGLL,KIAD,2018-06-07T11:33:00Z,2018-06-07T11:03:00Z,2018-06-07T11:15:00Z,IFR,B788,H,09R,249,DEP,219073154,2018-06-07T11:42:28Z,51.63,-1.50305555555556,201,2018-06-07T11:50:15Z,51.8833333333333,-3.06388888888889,338
AAL109,N760AN,EGLL,KLAX,2018-06-07T11:40:00Z,2018-06-07T11:15:00Z,2018-06-07T11:15:00Z,IFR,B772,H,09R,330,DEP,219073191,2018-06-07T11:50:31Z,52.1427777777778,-0.505555555555555,145,2018-06-07T11:58:49Z,53.050833333333294,-1.3597222222222198,275
UAL949,N2644U,EGLL,KSFO,2018-06-07T11:49:00Z,2018-06-07T11:22:00Z,2018-06-07T11:20:00Z,IFR,B77W,H,09R,231,DEP,219073260,2018-06-07T11:59:19Z,52.14166666666669,-0.529722222222222,191,2018-06-07T12:07:00Z,53.1030555555555,-1.0494444444444397,333
CPA252,BKQM,EGLL,VHHH,2018-06-07T11:46:00Z,2018-06-07T11:23:00Z,2018-06-07T11:20:00Z,IFR,B77W,H,09R,340,DEP,219073341,2018-06-07T11:54:55Z,51.8086111111111,0.470555555555556,142,2018-06-07T12:03:16Z,52.092777777777805,2.04388888888889,287
BAW394,GEUOI,EGLL,EBBR,2018-06-07T11:38:00Z,2018-06-07T11:17:00Z,2018-06-07T11:20:00Z,IFR,A319,MJ,09R,512,DEP,219073291,2018-06-07T11:46:09Z,51.37694444444439,0.5941666666666668,180,2018-06-07T11:55:48Z,51.20444444444439,2.1686111111111104,190
BAW249,GZBJG,EGLL,SBGL,2018-06-07T14:10:00Z,2018-06-07T13:42:00Z,2018-06-07T11:20:00Z,IFR,B788,H,09R,568,DEP,219078143,2018-06-07T14:20:31Z,51.024166666666694,-1.2394444444444397,142,2018-06-07T14:28:36Z,50.7597222222222,-2.8469444444444396,255
AAL81,N729AN,EGLL,KDFW,2018-06-07T11:57:00Z,2018-06-07T11:31:00Z,2018-06-07T11:25:00Z,IFR,B77W,H,09R,334,DEP,219073401,2018-06-07T12:07:11Z,51.5836111111111,-1.5174999999999998,150,2018-06-07T12:15:16Z,51.5147222222222,-3.1377777777777807,286
BAW454,GEUYK,EGLL,LEMG,2018-06-07T11:51:00Z,2018-06-07T11:27:00Z,2018-06-07T11:25:00Z,IFR,A320,MJ,09R,503,DEP,219073417,2018-06-07T12:01:09Z,51.0077777777778,-1.21555555555556,191,2018-06-07T12:09:46Z,50.1583333333333,-2.07388888888889,307
BAW490U,GEUUE,EGLL,LXGB,2018-06-07T12:15:00Z,2018-06-07T12:03:00Z,2018-06-07T11:25:00Z,IFR,A320,MJ,09R,309,DEP,219074707,2018-06-07T12:25:39Z,50.99888888888891,-1.19972222222222,144,2018-06-07T12:34:37Z,50.12888888888891,-2.0086111111111102,276
THA911,HSTUE,EGLL,VTBS,2018-06-07T12:30:00Z,2018-06-07T12:05:00Z,2018-06-07T11:30:00Z,IFR,A388,H,09R,244,DEP,219074201,2018-06-07T12:40:42Z,51.846666666666685,0.4319444444444441,155,2018-06-07T12:49:11Z,52.182500000000005,1.9819444444444396,248
DAL19,N179DN,EGLL,KDTW,2018-06-07T11:47:00Z,2018-06-07T11:22:00Z,2018-06-07T11:30:00Z,IFR,B763,H,09R,318,DEP,219073655,2018-06-07T11:56:59Z,51.5758333333333,-1.5194444444444397,131,2018-06-07T12:05:05Z,51.8838888888889,-3.06305555555556,290
SVA112,HZAK20,EGLL,OEJN,2018-06-07T11:48:00Z,2018-06-07T11:24:00Z,2018-06-07T11:30:00Z,IFR,B77W,H,09R,411,DEP,219073604,2018-06-07T11:57:31Z,51.3097222222222,0.5719444444444441,131,2018-06-07T12:05:53Z,51.075,2.12138888888889,333
VIR141,GVMAP,EGLL,KLAX,2018-06-07T11:54:00Z,2018-06-07T11:31:00Z,2018-06-07T11:35:00Z,IFR,B789,H,09R,320,DEP,219073787,2018-06-07T12:04:16Z,52.142500000000005,-0.51,167,2018-06-07T12:12:12Z,53.065000000000005,-1.28555555555556,281
DAL31,N831NW,EGLL,KATL,2018-06-07T11:55:00Z,2018-06-07T11:31:00Z,2018-06-07T11:35:00Z,IFR,A333,H,09R,313,DEP,219073853,2018-06-07T12:05:10Z,51.572500000000005,-1.52,151,2018-06-07T12:13:33Z,51.85694444444439,-3.07361111111111,265
BAW17,GZBKP,EGLL,RKSI,2018-06-07T11:52:00Z,2018-06-07T11:32:00Z,2018-06-07T11:35:00Z,IFR,B789,H,09R,554,DEP,219073841,2018-06-07T12:01:40Z,51.8455555555555,0.433333333333333,122,2018-06-07T12:10:05Z,52.190000000000005,1.97611111111111,244
BAW952M,GEUPR,EGLL,EDDM,2018-06-07T12:04:00Z,2018-06-07T11:46:00Z,2018-06-07T11:40:00Z,IFR,A319,MJ,09R,566,DEP,219073904,2018-06-07T12:12:53Z,51.374722222222196,0.5941666666666668,140,2018-06-07T12:21:56Z,51.189166666666694,2.16305555555556,307
AUA96LU,OELBI,EGLL,LOWW,2018-06-07T12:03:00Z,2018-06-07T11:44:00Z,2018-06-07T11:40:00Z,IFR,A320,MJ,09R,216,DEP,219073986,2018-06-07T12:12:55Z,51.8,0.47888888888888914,155,2018-06-07T12:21:47Z,52.0436111111111,2.0719444444444397,282
BAW67V,GCIVG,EGLL,KPHL,2018-06-07T11:59:00Z,2018-06-07T11:37:00Z,2018-06-07T11:40:00Z,IFR,B744,H,09R,533,DEP,219073873,2018-06-07T12:09:13Z,51.56,-1.52305555555556,163,2018-06-07T12:16:56Z,51.77166666666669,-3.10055555555556,319
BAW984G,GEUPS,EGLL,EDDT,2018-06-07T12:07:00Z,2018-06-07T11:46:00Z,2018-06-07T11:45:00Z,IFR,A319,MJ,09R,518,DEP,219074136,2018-06-07T12:16:22Z,51.821388888888904,0.45944444444444404,160,2018-06-07T12:25:15Z,52.2202777777778,1.95555555555556,310
BAW64CF,GBNWX,EGLL,LIRF,2018-06-07T12:01:00Z,2018-06-07T11:42:00Z,2018-06-07T11:45:00Z,IFR,B763,H,09R,513,DEP,219074057,2018-06-07T12:11:50Z,50.81416666666669,-0.554722222222222,181,2018-06-07T12:21:03Z,49.9230555555555,0.47027777777777807,350
BAW816,GMEDM,EGLL,EKCH,2018-06-07T12:21:00Z,2018-06-07T11:48:00Z,2018-06-07T11:45:00Z,IFR,A321,MJ,09R,506,DEP,219074085,2018-06-07T12:30:33Z,51.8897222222222,0.382222222222222,177,2018-06-07T12:39:01Z,52.27,1.9144444444444397,303
BAW73,GZBKC,EGLL,OMAA,2018-06-07T12:26:00Z,2018-06-07T12:04:00Z,2018-06-07T11:45:00Z,IFR,B789,H,09R,536,DEP,219074127,2018-06-07T12:34:53Z,51.35666666666668,0.588055555555555,163,2018-06-07T12:43:00Z,51.1658333333333,2.155,314
SHT86Y,GEUYJ,EGLL,EGAC,2018-06-07T12:10:00Z,2018-06-07T11:45:00Z,2018-06-07T11:50:00Z,IFR,A320,MJ,09R,508,DEP,219074238,2018-06-07T12:19:11Z,52.1402777777778,-0.359722222222222,190,2018-06-07T12:28:10Z,53.0327777777778,-1.4419444444444396,330
AAL39,N727AN,EGLL,KMIA,2018-06-07T12:05:00Z,2018-06-07T11:45:00Z,2018-06-07T11:50:00Z,IFR,B77W,H,09R,305,DEP,219074275,2018-06-07T12:15:43Z,52.1427777777778,-0.438611111111111,125,2018-06-07T12:24:14Z,53.047777777777796,-1.37111111111111,287
BAW874,GEUYX,EGLL,LHBP,2018-06-07T12:39:00Z,2018-06-07T11:56:00Z,2018-06-07T11:55:00Z,IFR,A320,MJ,09R,311,DEP,219074323,2018-06-07T12:47:57Z,51.3861111111111,0.5966666666666669,107,2018-06-07T12:56:47Z,51.20194444444439,2.1675000000000004,253
DAL11,N182DN,EGLL,KMSP,2018-06-07T12:08:00Z,2018-06-07T11:48:00Z,2018-06-07T11:55:00Z,IFR,B763,H,09R,319,DEP,219074317,2018-06-07T12:17:40Z,51.57638888888891,-1.52027777777778,159,2018-06-07T12:25:36Z,51.862500000000004,-3.0719444444444397,281
BAW766,GEUXE,EGLL,ENGM,2018-06-07T12:14:00Z,2018-06-07T11:55:00Z,2018-06-07T11:55:00Z,IFR,A321,MJ,09R,517,DEP,219074322,2018-06-07T12:23:03Z,51.8627777777778,0.41388888888888914,166,2018-06-07T12:31:26Z,52.4405555555555,1.74138888888889,286
BAW107,GVIIJ,EGLL,OMDB,2018-06-07T12:29:00Z,2018-06-07T11:57:00Z,2018-06-07T11:55:00Z,IFR,B772,H,09R,544,DEP,219074367,2018-06-07T12:37:42Z,51.3411111111111,0.583611111111111,149,2018-06-07T12:46:19Z,51.1538888888889,2.1511111111111103,302
BAW438,GEUOE,EGLL,EHAM,2018-06-07T12:16:00Z,2018-06-07T11:56:00Z,2018-06-07T12:00:00Z,IFR,A319,MJ,09R,535,DEP,219074591,2018-06-07T12:25:43Z,51.80194444444439,0.47666666666666707,191,2018-06-07T12:34:49Z,52.0702777777778,2.0549999999999997,230
BAW35,GZBKB,EGLL,VOMM,2018-06-07T14:11:00Z,2018-06-07T13:02:00Z,2018-06-07T12:00:00Z,IFR,B789,H,09R,573,DEP,219076622,2018-06-07T14:20:01Z,51.3775,0.5933333333333329,140,2018-06-07T14:28:01Z,51.22138888888891,2.17166666666667,273
SHT8Y,GEUUY,EGLL,EGPH,2018-06-07T12:23:00Z,2018-06-07T12:04:00Z,2018-06-07T12:00:00Z,IFR,A320,MJ,09R,509,DEP,219074497,2018-06-07T12:33:22Z,52.14194444444439,-0.39277777777777806,183,2018-06-07T12:42:05Z,53.0847222222222,-1.17694444444444,315
MEA202,ODMEC,EGLL,OLBA,2018-06-07T13:03:00Z,2018-06-07T12:43:00Z,2018-06-07T12:00:00Z,IFR,A332,H,09R,329,DEP,219074565,2018-06-07T13:12:33Z,51.311111111111096,0.5725,130,2018-06-07T13:21:16Z,51.0686111111111,2.11861111111111,285
ACA823,CFSIL,EGLL,CYYT,2018-06-07T12:20:00Z,2018-06-07T11:59:00Z,2018-06-07T12:00:00Z,IFR,B38M,MJ,09R,225,DEP,219074546,2018-06-07T12:30:17Z,51.3986111111111,-1.52138888888889,151,2018-06-07T12:39:44Z,51.6852777777778,-3.1144444444444397,320
ACA851,CFSBV,EGLL,CYYC,2018-06-07T12:25:00Z,2018-06-07T12:00:00Z,2018-06-07T12:05:00Z,IFR,B789,H,09R,241,DEP,219074773,2018-06-07T12:34:36Z,51.57666666666669,-1.5180555555555602,166,2018-06-07T12:42:34Z,51.93416666666669,-3.04055555555556,292
ICE451,TFISP,EGLL,BIKF,2018-06-07T12:56:00Z,2018-06-07T12:35:00Z,2018-06-07T12:05:00Z,IFR,B763,H,09R,242,DEP,219074784,2018-06-07T13:05:34Z,52.1336111111111,-0.651388888888889,190,2018-06-07T13:13:32Z,53.0183333333333,-1.49861111111111,351
BAW368,GEUYC,EGLL,LFML,2018-06-07T12:18:00Z,2018-06-07T12:03:00Z,2018-06-07T12:05:00Z,IFR,A320,MJ,09R,303L,DEP,219074758,2018-06-07T12:27:38Z,50.8163888888889,-0.32444444444444404,177,2018-06-07T12:36:42Z,49.928888888888906,0.501388888888889,311
BAW84DW,GEUPK,EGLL,EIDW,2018-06-07T12:22:00Z,2018-06-07T12:04:00Z,2018-06-07T12:05:00Z,IFR,A319,MJ,09R,511,DEP,219074781,2018-06-07T12:32:03Z,51.6075,-1.5097222222222197,163,2018-06-07T12:40:39Z,51.874722222222196,-3.06666666666667,320
ELY234,4XEAR,EGLL,LLBG,2018-06-07T12:41:00Z,2018-06-07T12:19:00Z,2018-06-07T12:05:00Z,IFR,B763,H,09R,457,DEP,219074419,2018-06-07T12:50:02Z,51.339999999999996,0.583611111111111,181,2018-06-07T12:58:21Z,51.1158333333333,2.13805555555556,352
SHT6R,GMEDL,EGLL,EGPF,2018-06-07T13:06:00Z,2018-06-07T12:53:00Z,2018-06-07T12:10:00Z,IFR,A321,MJ,09R,519,DEP,219076060,2018-06-07T13:16:19Z,52.133333333333304,-0.656388888888889,159,2018-06-07T13:24:50Z,53.057222222222194,-1.3263888888888902,275
VIR41R,GVRED,EGLL,KSFO,2018-06-07T12:28:00Z,2018-06-07T12:10:00Z,2018-06-07T12:10:00Z,IFR,A346,H,09R,317,DEP,219074906,2018-06-07T12:38:18Z,52.1436111111111,-0.44111111111111095,164,2018-06-07T12:46:48Z,53.0580555555555,-1.3280555555555602,263
BAW04A,GBYGE,EGLL,KJFK,2018-06-07T12:37:00Z,2018-06-07T12:14:00Z,2018-06-07T12:10:00Z,IFR,B744,H,09R,565,DEP,219074948,2018-06-07T12:47:07Z,51.6202777777778,-1.5072222222222198,157,2018-06-07T12:54:58Z,51.8936111111111,-3.06083333333333,293
BAW9L,GVIIA,EGLL,CYYZ,2018-06-07T13:55:00Z,2018-06-07T13:27:00Z,2018-06-07T12:10:00Z,IFR,B772,H,09R,545,DEP,219076774,2018-06-07T14:04:41Z,51.563333333333304,-1.5216666666666698,164,2018-06-07T14:12:57Z,51.809999999999995,-3.0883333333333303,282
BAW82GR,GBNWZ,EGLL,LGAV,2018-06-07T12:46:00Z,2018-06-07T12:25:00Z,2018-06-07T12:15:00Z,IFR,B763,H,09R,562,DEP,219075048,2018-06-07T12:55:44Z,50.83194444444439,-0.19972222222222202,210,2018-06-07T13:04:08Z,49.97,0.650277777777778,362
QFA10,VHZNA,EGLL,APPH,2018-06-07T12:44:00Z,2018-06-07T12:21:00Z,2018-06-07T12:15:00Z,IFR,B789,H,09R,301,DEP,219075125,2018-06-07T12:53:33Z,51.3655555555556,0.5916666666666669,84,2018-06-07T13:02:11Z,51.1472222222222,2.1497222222222203,233
AIC130,VTANJ,EGLL,VABB,2018-06-07T12:35:00Z,2018-06-07T12:12:00Z,2018-06-07T12:15:00Z,IFR,B788,H,09R,246,DEP,219075065,2018-06-07T12:45:01Z,51.8361111111111,0.44444444444444403,171,2018-06-07T12:53:16Z,52.11666666666669,2.0308333333333297,307
BAW940,GEUPB,EGLL,EDDL,2018-06-07T12:34:00Z,2018-06-07T12:13:00Z,2018-06-07T12:15:00Z,IFR,A319,MJ,09R,515,DEP,219075026,2018-06-07T12:43:35Z,51.3697222222222,0.592777777777778,143,2018-06-07T12:52:25Z,51.188888888888904,2.16305555555556,318
SHT12G,GEUOC,EGLL,EGNT,2018-06-07T12:43:00Z,2018-06-07T12:26:00Z,2018-06-07T12:20:00Z,IFR,A319,MJ,09R,522,DEP,219075220,2018-06-07T12:53:46Z,52.1433333333333,-0.4575,180,2018-06-07T13:02:10Z,53.0775,-1.2236111111111099,220
BAW860J,GEUUI,EGLL,LKPR,2018-06-07T13:20:00Z,2018-06-07T12:16:00Z,2018-06-07T12:20:00Z,IFR,A320,MJ,09R,303R,DEP,219075259,2018-06-07T13:28:35Z,51.315833333333295,0.5741666666666669,190,2018-06-07T13:37:15Z,51.1436111111111,2.14694444444444,308
BAW460M,GZZZC,EGLL,LEMD,2018-06-07T13:04:00Z,2018-06-07T12:47:00Z,2018-06-07T12:20:00Z,IFR,B772,H,09R,561,DEP,219076056,2018-06-07T13:14:22Z,51.0022222222222,-1.2066666666666699,206,2018-06-07T13:22:28Z,50.16555555555551,-2.08666666666667,350
BAW780F,GBNWA,EGLL,ESSA,2018-06-07T12:51:00Z,2018-06-07T12:31:00Z,2018-06-07T12:20:00Z,IFR,B763,H,09R,555,DEP,219075235,2018-06-07T13:00:53Z,51.8922222222222,0.380555555555556,160,2018-06-07T13:09:14Z,52.2602777777778,1.92416666666667,350
EIN16C,EIDEI,EGLL,EIDW,2018-06-07T12:33:00Z,2018-06-07T12:16:00Z,2018-06-07T12:25:00Z,IFR,A320,MJ,09R,221L,DEP,219075331,2018-06-07T12:43:29Z,52.1430555555555,-0.505833333333333,170,2018-06-07T12:52:26Z,53.0125,-1.525,310
AFL2579,VPBEW,EGLL,UUEE,2018-06-07T12:40:00Z,2018-06-07T12:18:00Z,2018-06-07T12:25:00Z,IFR,A321,MJ,09R,414,DEP,219075353,2018-06-07T12:50:29Z,51.8383333333333,0.4413888888888891,119,2018-06-07T12:59:07Z,52.0538888888889,2.06583333333333,238
BAW974,GEUPZ,EGLL,EDDH,2018-06-07T12:49:00Z,2018-06-07T12:30:00Z,2018-06-07T12:30:00Z,IFR,A319,MJ,09R,502,DEP,219075456,2018-06-07T12:58:16Z,51.9022222222222,0.367222222222222,191,2018-06-07T13:07:01Z,52.2202777777778,1.9574999999999998,333
ASL42J,YUAPB,EGLL,LYBE,2018-06-07T13:25:00Z,2018-06-07T13:07:00Z,2018-06-07T12:30:00Z,IFR,A319,MJ,09R,419,DEP,219075546,2018-06-07T13:34:16Z,51.36444444444439,0.5916666666666669,161,2018-06-07T13:43:13Z,51.2480555555556,2.17972222222222,297
DLH1U,DAING,EGLL,EDDF,2018-06-07T14:24:00Z,2018-06-07T14:00:00Z,2018-06-07T12:30:00Z,IFR,A320,MJ,09R,217,DEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIR153,GVSXY,EGLL,KJFK,2018-06-07T12:51:00Z,2018-06-07T12:27:00Z,2018-06-07T12:30:00Z,IFR,A333,H,09R,325,DEP,219075601,2018-06-07T13:00:38Z,51.602500000000006,-1.5119444444444397,165,2018-06-07T13:08:56Z,51.845833333333296,-3.0766666666666698,275
UAL4,N76021,EGLL,KIAH,2018-06-07T12:55:00Z,2018-06-07T12:31:00Z,2018-06-07T12:40:00Z,IFR,B772,H,09R,247,DEP,219075755,2018-06-07T13:05:20Z,51.6,-1.51277777777778,155,2018-06-07T13:13:41Z,51.8497222222222,-3.07555555555556,297
AZA211,EIDTJ,EGLL,LIRF,2018-06-07T12:57:00Z,2018-06-07T12:37:00Z,2018-06-07T12:40:00Z,IFR,A320,MJ,09R,420,DEP,219075856,2018-06-07T13:07:24Z,50.814722222222194,-0.361666666666667,167,2018-06-07T13:16:43Z,49.926111111111105,0.48694444444444407,316
BAW155,GZBJA,EGLL,HECA,2018-06-04T17:25:00Z,2018-06-04T16:51:00Z,2018-06-04T16:30:00Z,IFR,B788,H,09R,568,DEP,218982690,2018-06-04T17:33:57Z,51.3088888888889,0.5713888888888891,170,2018-06-04T17:42:34Z,51.0611111111111,2.1141666666666703,323
EWG7PY,DABHA,EGLL,EDDL,2018-06-04T16:57:00Z,2018-06-04T16:36:00Z,2018-06-04T16:35:00Z,IFR,A320,MJ,09R,225,DEP,218982781,2018-06-04T17:06:30Z,51.3797222222222,0.5952777777777779,178,2018-06-04T17:15:37Z,51.227500000000006,2.1747222222222202,321
AFR38YU,FGRHS,EGLL,LFPG,2018-06-04T17:01:00Z,2018-06-04T16:41:00Z,2018-06-04T16:35:00Z,IFR,A319,MJ,09R,415,DEP,218982783,2018-06-04T17:10:31Z,50.8752777777778,-0.00638888888888889,207,2018-06-04T17:20:22Z,50.0652777777778,0.932777777777778,230
BAW82DW,GEUPO,EGLL,EIDW,2018-06-04T17:10:00Z,2018-06-04T16:51:00Z,2018-06-04T16:35:00Z,IFR,A319,MJ,09R,511,DEP,218983191,2018-06-04T17:19:42Z,51.587777777777795,-1.51611111111111,185,2018-06-04T17:27:39Z,51.8647222222222,-3.07055555555556,319
BAW03DV,GEUPZ,EGLL,EDDV,2018-06-04T17:02:00Z,2018-06-04T16:39:00Z,2018-06-04T16:40:00Z,IFR,A319,MJ,09R,513,DEP,218982826,2018-06-04T17:11:31Z,51.801666666666684,0.47666666666666707,192,2018-06-04T17:19:54Z,52.0747222222222,2.05361111111111,321
BAW356,GEUPV,EGLL,LFMN,2018-06-04T16:59:00Z,2018-06-04T16:33:00Z,2018-06-04T16:40:00Z,IFR,A319,MJ,09R,518,DEP,218982802,2018-06-04T17:08:01Z,50.8286111111111,-0.22166666666666698,225,2018-06-04T17:17:00Z,49.949999999999996,0.581944444444444,370
BAW680,GEUYJ,EGLL,LTBA,2018-06-04T17:35:00Z,2018-06-04T17:12:00Z,2018-06-04T16:40:00Z,IFR,A320,MJ,09R,520,DEP,218982915,2018-06-04T17:44:07Z,51.395555555555504,0.5991666666666668,137,2018-06-04T17:52:32Z,51.1780555555556,2.16166666666667,263
BAW6NC,GZBJH,EGLL,CYUL,2018-06-04T17:03:00Z,2018-06-04T16:42:00Z,2018-06-04T16:40:00Z,IFR,B788,H,09R,552,DEP,218982883,2018-06-04T17:13:10Z,51.5686111111111,-1.52055555555556,174,2018-06-04T17:21:35Z,51.8183333333333,-3.08555555555556,313
RBA98,V8DLA,EGLL,OMDB,2018-06-04T17:11:00Z,2018-06-04T16:44:00Z,2018-06-04T16:45:00Z,IFR,B788,H,09R,408,DEP,218982988,2018-06-04T17:20:06Z,51.3611111111111,0.59,150,2018-06-04T17:28:36Z,51.2202777777778,2.1725,261
LZB852,LZFBB,EGLL,LBSF,2018-06-04T17:27:00Z,2018-06-04T16:59:00Z,2018-06-04T16:50:00Z,IFR,A319,MJ,09R,420,DEP,218983174,2018-06-04T17:36:07Z,51.2775,0.555555555555555,195,2018-06-04T17:44:35Z,51.1047222222222,2.13055555555556,328
BAW3PG,GEUXF,EGLL,LFPG,2018-06-04T17:31:00Z,2018-06-04T17:10:00Z,2018-06-04T16:50:00Z,IFR,A321,MJ,09R,521,DEP,218983612,2018-06-04T17:40:04Z,50.8627777777778,-0.052777777777777805,175,2018-06-04T17:48:50Z,50.047222222222196,0.883611111111111,247
DLH1MF,DAIUX,EGLL,EDDM,2018-06-04T17:52:00Z,2018-06-04T17:33:00Z,2018-06-04T16:50:00Z,IFR,A320,MJ,09R,218L,DEP,218984265,2018-06-04T18:01:28Z,51.385833333333295,0.5966666666666669,115,2018-06-04T18:09:42Z,51.202777777777804,2.1683333333333303,229
BEL93B,OOSSL,EGLL,EBBR,2018-06-04T17:06:00Z,2018-06-04T16:48:00Z,2018-06-04T16:50:00Z,IFR,A319,MJ,09R,219,DEP,218983132,2018-06-04T17:15:40Z,51.30944444444439,0.5719444444444441,177,2018-06-04T17:25:07Z,51.188888888888904,2.16305555555556,230
BAW736,GEUYP,EGLL,LSGG,2018-06-04T17:13:00Z,2018-06-04T16:50:00Z,2018-06-04T16:55:00Z,IFR,A320,MJ,09R,546L,DEP,218983231,2018-06-04T17:22:08Z,50.82944444444439,-0.21694444444444408,221,2018-06-04T17:31:34Z,50.039166666666695,0.856666666666667,354
ACA859,CFGFZ,EGLL,CYYZ,2018-06-04T17:32:00Z,2018-06-04T17:09:00Z,2018-06-04T17:00:00Z,IFR,B789,H,09R,241,DEP,218983586,2018-06-04T17:42:09Z,52.1427777777778,-0.41166666666666707,146,2018-06-04T17:51:23Z,53.0080555555556,-1.54416666666667,290
UAL921,N67058,EGLL,KEWR,2018-06-04T17:24:00Z,2018-06-04T16:53:00Z,2018-06-04T17:00:00Z,IFR,B764,H,09R,249,DEP,218983589,2018-06-04T17:35:19Z,52.1372222222222,-0.6066666666666669,138,2018-06-04T17:43:21Z,53.021111111111104,-1.48666666666667,296
BAW442,GEUXD,EGLL,EHAM,2018-06-04T17:28:00Z,2018-06-04T16:57:00Z,2018-06-04T17:00:00Z,IFR,A321,MJ,09R,523,DEP,218983407,2018-06-04T17:37:24Z,51.84416666666669,0.43638888888888916,168,2018-06-04T17:47:27Z,52.06250000000001,2.0633333333333304,230
SHT86V,GEUOD,EGLL,EGAC,2018-06-04T17:09:00Z,2018-06-04T16:55:00Z,2018-06-04T17:00:00Z,IFR,A319,MJ,09R,519,DEP,218983409,2018-06-04T17:19:23Z,52.1308333333333,-0.673055555555556,213,2018-06-04T17:27:39Z,53.008888888888904,-1.53388888888889,340
SHT2K,GEUOC,EGLL,EGCC,2018-06-04T17:30:00Z,2018-06-04T17:08:00Z,2018-06-04T17:00:00Z,IFR,A319,MJ,09R,509,DEP,218983726,2018-06-04T17:40:52Z,52.1433333333333,-0.49416666666666703,162,2018-06-04T17:51:21Z,52.968333333333305,-1.6813888888888902,118
